,economically_inactive_student_including_full_time_students,objectid,all_categories_economic_activity,economically_active_employee_part_time,economically_active_employee_full_time,economically_active_self_employed,economically_active_unemployed,economically_active_full_time_student,economically_inactive_retired,cartodb_id,economically_inactive_looking_after_home_or_family,economically_inactive_long_term_sick_or_disabled,economically_inactive_other,unemployed_age_16_to_24,unemployed_age_50_to_74,unemployed_never_worked,long_term_unemployed,full_time_,part_time_,unemployed,retired_pc,lng,lat,the_geom,Local Authority Code,Local Authority Name,Region/Country Code,Region/Country Name,Supergroup Code,Supergroup Name,Group Code,Group Name,Subgroup Code,Subgroup Name
E00175395,7,174851,197,8,144,24,4,2,0,174851,5,0,3,3,0,1,3,73.0964467005076,4.06091370558376,2.03045685279188,0.0,-0.762655014,52.03737829,0106000020E6100000010000000103000000010000000400000070B3E70A3862E8BFDE75A6ACC1044A4083ED101BC165E8BF6F93628CBB044A40F564E18DA86AE8BF6847FA52D2044A4070B3E70A3862E8BFDE75A6ACC1044A40,E06000042,Milton Keynes,E12000008,South East,2,Cosmopolitans,2b,Inner-City Students,2b2,Multicultural Student Neighbourhoods
E00175394,4,174852,193,8,147,4,5,12,1,174852,9,0,3,0,0,0,1,76.1658031088083,4.14507772020725,2.59067357512953,0.518134715025907,-0.770714674,52.03982951,0106000020E610000001000000010300000001000000150000004D118072305CE8BF69AFE4406D054A40BA2E4E4FCC4CE8BF3EF216FC36054A40CBCB7815B56CE8BF0FFD215900054A402215A961197CE8BF84C86B9D36054A40C5E68FD66489E8BFD6EE8CE51F054A40C47ADD024973E8BFFC8A039BD1044A40DE5BF6F1FD72E8BF88E9038DD0044A406B835297C976E8BF2B2FF681BF044A40C5685A275080E8BF0A2B1895D8044A40490C7D691694E8BF0C42DBC5CC044A4004B42008539AE8BF915E570203054A40909B9BD5CCA6E8BF49E3005BED044A400E6EBDD3F9ACE8BFC03D3C9EFE044A402F01007264BBE8BFA390F51B33054A4059B05C519299E8BFF48E334B65054A40FF4D3AA44684E8BFE0CE3D2F8A054A4079B320438C79E8BFA3D9D1859C054A4055C30EF8F673E8BFAAD38CC48A054A40602C219A9080E8BFEA0D064375054A40B41956E34673E8BFAAC4A49045054A404D118072305CE8BF69AFE4406D054A40,E06000042,Milton Keynes,E12000008,South East,2,Cosmopolitans,2b,Inner-City Students,2b2,Multicultural Student Neighbourhoods
E00175399,6,174853,133,23,72,7,8,3,3,174853,7,4,0,3,2,1,5,54.1353383458647,17.293233082706802,6.01503759398496,2.25563909774436,-0.753839825,52.02632992,0106000020E6100000010000000103000000010000001000000025061187ECF0E7BF1F4FC1736E034A409123A53A0CFAE7BF65999FBA67034A40EE206F8341FAE7BF587755F159034A407873A71F5CF9E7BF739F0E5F20034A40821D29B2EF08E8BF8A051A5127034A4013C9A6935A0FE8BFDF4B9EC83C034A400D12588F641FE8BF2AF082B838034A40236B4B211028E8BF7E7FF5C95B034A40454DA43FC72FE8BFD3733BCB75034A4094AC80F41923E8BFAABBE3E390034A4061C8813F31F7E7BF0F45E9DED1034A40AEC4CFF5DAF0E7BFFCC2E4DCBA034A40444978834BF6E7BF11E9145FB1034A406614209317F2E7BF06E7E6A3A3034A40FD3C97E3ADF7E7BFF3DE09B38B034A4025061187ECF0E7BF1F4FC1736E034A40,E06000042,Milton Keynes,E12000008,South East,4,Multicultural Metropolitans,4a,Rented Family Living,4a1,Private Renting Young Families
E00175398,11,174854,308,20,225,25,8,3,5,174854,5,0,6,1,2,1,5,73.05194805194809,6.49350649350649,2.5974025974026,1.62337662337662,-0.761390885,52.03620372,0106000020E61000000100000001030000000100000007000000DC1655BDF058E8BF6634A1909D044A403CF42396F957E8BFF482C4D67D044A40E8C10D1CD55FE8BF16E0946C8A044A401E26C1E99479E8BF1C69612064044A40D7E99A722E78E8BFBEBD32F295044A4021A5569A476AE8BFE29BF52AAF044A40DC1655BDF058E8BF6634A1909D044A40,E06000042,Milton Keynes,E12000008,South East,2,Cosmopolitans,2b,Inner-City Students,2b2,Multicultural Student Neighbourhoods
E00175448,9,179279,119,14,57,10,7,8,0,179279,8,4,2,1,2,0,3,47.8991596638655,11.764705882352901,5.882352941176469,0.0,-0.701019113,52.04724491,0106000020E61000000100000001030000000100000006000000C5263D8CB063E6BF9DCF64C20E064A40A4F409775665E6BF64A146C500064A4006177474C16DE6BFCDD27802E9054A40D29F8B16C67AE6BF6615C337F8054A409EBCF15DEA74E6BF60E85BFF20064A40C5263D8CB063E6BF9DCF64C20E064A40,E06000042,Milton Keynes,E12000008,South East,4,Multicultural Metropolitans,4a,Rented Family Living,4a3,Commuters with Young Families
E00084836,5,175097,212,17,90,27,7,1,48,175097,5,9,3,1,1,0,4,42.4528301886792,8.0188679245283,3.30188679245283,22.6415094339623,-0.853386002,52.05371332,0106000020E6100000010000000103000000010000000B0000007FDB83D46037EBBFDDE4F9BEE1064A402CDE61F90236EBBF6E5117F7CA064A40FAEA8E314B4AEBBF224D101B94064A406ABEC4693F4EEBBF133098B0AF064A40BCAA6D07C562EBBF9CE5FA9CCE064A408E7858EDBB56EBBF97175BF3FE064A40F1FDF9CDD658EBBF5A4CF67D16074A40D09C1ED90553EBBF1DE487951A074A4040C1F3F9034AEBBF2E0DE2ACEB064A40180582CC643EEBBF249748D1EE064A407FDB83D46037EBBFDDE4F9BEE1064A40,E06000042,Milton Keynes,E12000008,South East,5,Urbanites,5b,Ageing Urban Living,5b3,Self-Sufficient Retirement
E00084837,6,175100,204,26,65,25,4,2,68,175100,5,1,2,0,0,0,1,31.8627450980392,12.745098039215698,1.96078431372549,33.3333333333333,-0.8469439329999999,52.04948891,0106000020E6100000010000000103000000010000000D000000DDD6AA397627EBBFEEADBDFA6A064A40557ECA38482BEBBF9311391E5E064A4086D351512024EBBFE6C1897551064A40E0620E2B7619EBBF6726972E7F064A40E797EC6D8211EBBF0593DFC67B064A40E2E5DC2D220EEBBF3C91924875064A40C987B7A0C8F9EABF4A61BFB83A064A40A7F321076EF1EABF6DA1969E35064A40A96FF06750FEEABF4A07725606064A40949E3C1D722BEBBF019668114E064A4018C46705243BEBBF1AD7026683064A40011E9D54EE33EBBF0CC8198386064A40DDD6AA397627EBBFEEADBDFA6A064A40,E06000042,Milton Keynes,E12000008,South East,6,Suburbanites,6a,Suburban Achievers,6a3,Detached Retirement Living
E00084834,22,175103,255,36,84,21,23,12,20,175103,25,6,6,1,3,2,8,32.941176470588196,14.117647058823499,9.01960784313725,7.84313725490196,-0.805550236,52.05170838,0106000020E6100000010000000103000000010000000D0000000D702D7612D1E9BF94D48281BC064A40A4A01F6A84C4E9BF6AC75408A8064A40BF05D22B01BDE9BF825BC7E3C1064A40272EAEEF8AB4E9BF4A7406AEB1064A4005B21A877DBCE9BF56ADE3AD98064A405FF4233599ACE9BF8E37BB0D65064A40EA1960EDF7A4E9BFDC4330D53A064A409C6303FDD5BCE9BF30AF946A2B064A4066B4815CAACBE9BF859A05AA70064A40AE02143206E4E9BFE8E304DF9D064A408561DE17B3DFE9BF753B2CF9A6064A409F8F9A7974D6E9BF8A6AECC5C4064A400D702D7612D1E9BF94D48281BC064A40,E06000042,Milton Keynes,E12000008,South East,4,Multicultural Metropolitans,4a,Rented Family Living,4a1,Private Renting Young Families
E00084835,3,175105,163,23,60,31,7,5,28,175105,4,0,2,3,1,1,4,36.8098159509202,14.1104294478528,4.29447852760736,17.177914110429402,-0.843593004,52.03883938,0106000020E6100000010000000103000000010000002D000000507E507097C1EABF54BF8B5827064A401ACD56F81AA4EABF8F693FBFED054A4063F50F92E008EABFB2A6FE9FE7044A40B7CF4F0982F3E9BFF863446AC0044A4057E096E3E416EABF3EAEBF562E044A402FAA214C8120EABF257309F62F044A402E8704460D1FEABFF512A9BC09044A40B1EC8373B729EABF3240FC7902044A4080BF2CC56647EABF479E6105B4034A40FE277E5B1492EABFB2800CA323034A4081495720049FEABFCD5097F9EF024A401A2E4C0600A4EABF0BBED9E2B7024A40A04C4B641BBBEABFFAD74DF969024A40B6BBDCF846BBEABF58DE5A7D6A024A40C442240351DAEABF0162333BB5024A408799B1B30BFEEABFB6B29EC5DC024A404957858B6D0BEBBF6E678787EC024A40A8C342E27C1EEBBFFEBD73A945034A40BD562E5A552FEBBFE4B784C553034A40635C911E9846EBBF70C8C8F982034A40A6B7C884BC42EBBFC4ABBF9695034A40664428C7C56BEBBFDC53BC08E9034A4040B8FCF4C363EBBF41BD36250D044A40D83645351F73EBBF2C658EA640044A4098D358C5A58EEBBF29EC2A1593044A404F72F45D97B1EBBFFD8FD1D2D3044A40A774DB81FEAEEBBFDE41A42CE0044A40D78A81B759BFEBBFF7AFAF03F1044A40B5A1D60637BEEBBFEBEC929221054A409C44E0220CE2EBBFF93E279826054A403BECD2FED8E5EBBF1D2214D55A054A40AB56723327DCEBBFE77081FB9A054A40235B182B9FC4EBBF3A361C30EA054A403DD458BB5CB7EBBF70D22A8EF9054A40BBE8608BB0A7EBBF30C7F8CDD5054A40930284A7A59FEBBF3742D680E3054A40D1D23C04869AEBBF16B22DBACA054A40C0EAF8AC8980EBBFA6718026B5054A403739E2FA9E4CEBBF32DAF38C5F064A40E0727B620D35EBBF1C05755A47064A40949E3C1D722BEBBF019668114E064A40A96FF06750FEEABF4A07725606064A40A7F321076EF1EABF6DA1969E35064A405F69D12BB4DEEABFC30A06A965064A40507E507097C1EABF54BF8B5827064A40,E06000042,Milton Keynes,E12000008,South East,1,Rural Residents,1b,Rural Tenants,1b2,Rural White-Collar Workers
E00084832,11,175106,235,34,78,13,11,4,41,175106,21,17,5,2,4,1,7,33.191489361702104,14.468085106382999,4.68085106382979,17.446808510638302,-0.801839196,52.05294827,0106000020E6100000010000000103000000010000000E000000AA4A651C14A0E9BF349A950C20074A40D94AF65E0F79E9BFDBC06D9A71064A408CAFE43B5B78E9BF03DB8A616F064A40AEA472715B8BE9BF1D20085B52064A40AC1FEF42AD9BE9BF56D29DDC53064A40C75014E54E9BE9BF39970DEF79064A405FF4233599ACE9BF8E37BB0D65064A4005B21A877DBCE9BF56ADE3AD98064A40272EAEEF8AB4E9BF4A7406AEB1064A40BF05D22B01BDE9BF825BC7E3C1064A400F237580C7A1E9BF1456F68BF4064A40A9E0939ACAA9E9BF345BF31017074A40E5E8699017A0E9BFB1CD072420074A40AA4A651C14A0E9BF349A950C20074A40,E06000042,Milton Keynes,E12000008,South East,4,Multicultural Metropolitans,4a,Rented Family Living,4a1,Private Renting Young Families
E00084833,9,175107,215,20,72,27,20,8,33,175107,12,11,3,6,2,2,11,33.4883720930233,9.30232558139535,9.30232558139535,15.348837209302301,-0.804384027,52.05352663,0106000020E6100000010000000103000000010000000A000000BF05D22B01BDE9BF825BC7E3C1064A40A4A01F6A84C4E9BF6AC75408A8064A400D702D7612D1E9BF94D48281BC064A40D29B1A25ACD0E9BF2A3214C9BD064A40A94F108AB1C8E9BFFC948404DA064A40DDCF91C44ABCE9BF0FAE771BE7064A405154215DDEC0E9BF660FD16B04074A40A9E0939ACAA9E9BF345BF31017074A400F237580C7A1E9BF1456F68BF4064A40BF05D22B01BDE9BF825BC7E3C1064A40,E06000042,Milton Keynes,E12000008,South East,4,Multicultural Metropolitans,4a,Rented Family Living,4a1,Private Renting Young Families
E00084830,16,175108,276,22,151,20,10,7,38,175108,7,3,2,3,4,0,4,54.7101449275362,7.97101449275362,3.6231884057971,13.768115942028999,-0.801690722,52.03706613,0106000020E6100000010000000103000000010000000C000000D068A5747091E9BF5555E2D9B4044A40FAA998F72F97E9BFD485B410AC044A40E92DE7627398E9BFDDBC2CE2A9044A40595FCDBE47B0E9BF89C7D9B178044A40FE6F28B914B3E9BF75B388EC98044A40B330E7EB79ADE9BF82088A20B0044A40592C556AE4BBE9BFE372A001C1044A402205A36C58BBE9BFE8EF1D4ECE044A4080DB0DEFD5A7E9BF233BD436D4044A40A0CF530D6AA7E9BFF0AE76C8DE044A4057DA2FD73396E9BFC70EE605DB044A40D068A5747091E9BF5555E2D9B4044A40,E06000042,Milton Keynes,E12000008,South East,5,Urbanites,5a,Urban Professionals and Families,5a2,Multi-Ethnic Professionals with Families
E00084831,5,175109,91,11,28,6,10,2,21,175109,4,3,1,1,2,1,8,30.7692307692308,12.0879120879121,10.989010989011,23.076923076923105,-0.806501108,52.05352506,0106000020E6100000010000000103000000010000000A000000D29B1A25ACD0E9BF2A3214C9BD064A400D702D7612D1E9BF94D48281BC064A409F8F9A7974D6E9BF8A6AECC5C4064A408561DE17B3DFE9BF753B2CF9A6064A40B0A0607F72E3E9BF67663B9AB5064A4078860D4F76E2E9BF34E2247EE2064A405154215DDEC0E9BF660FD16B04074A40DDCF91C44ABCE9BF0FAE771BE7064A40A94F108AB1C8E9BFFC948404DA064A40D29B1A25ACD0E9BF2A3214C9BD064A40,E06000042,Milton Keynes,E12000008,South East,4,Multicultural Metropolitans,4a,Rented Family Living,4a1,Private Renting Young Families
E00084838,4,175114,253,38,123,28,8,2,32,175114,5,7,6,2,3,1,3,48.6166007905138,15.019762845849801,3.16205533596838,12.648221343873502,-0.836388308,52.04991210000001,0106000020E6100000010000000103000000010000000A000000BFB1FAD4D4BBEABF37A14FF37A064A4096E58FB90BBFEABF208138B46F064A40C72EDEC3FAB3EABF2755571353064A40507E507097C1EABF54BF8B5827064A405F69D12BB4DEEABFC30A06A965064A40E8E45BEA00E2EABF60BDCA3C73064A40252C919B02DDEABFEA7163816F064A4038706587A6C0EABF822DA403A0064A40EC84109B12B6EABF07D77C0882064A40BFB1FAD4D4BBEABF37A14FF37A064A40,E06000042,Milton Keynes,E12000008,South East,6,Suburbanites,6b,Semi-Detached Suburbia,6b1,Multi-Ethnic Suburbia
E00084839,6,175115,220,24,103,15,7,8,45,175115,6,6,0,1,2,0,1,46.8181818181818,10.909090909090901,3.18181818181818,20.4545454545455,-0.8487392220000001,52.05324877,0106000020E6100000010000000103000000010000000A00000096C46895841BEBBF2687FF42D5064A40A60F1EFAB217EBBFF453A7E3C1064A40288EAA3D6B20EBBF07ACD73BC5064A40836B28DC412AEBBFFD4F1BA8A8064A404A1FD3F27435EBBFD9811070C0064A402CDE61F90236EBBF6E5117F7CA064A407FDB83D46037EBBFDDE4F9BEE1064A40A9B047879331EBBF69C0FC7BF2064A40B29B81358C22EBBFF34DAD15F1064A4096C46895841BEBBF2687FF42D5064A40,E06000042,Milton Keynes,E12000008,South East,5,Urbanites,5a,Urban Professionals and Families,5a1,White Professionals
E00084597,14,175449,243,34,105,21,8,3,44,175449,8,6,0,3,1,1,2,43.209876543209894,13.991769547325099,3.29218106995885,18.1069958847737,-0.763454112,52.07108871,0106000020E6100000010000000103000000010000000F000000A2EEE56D634AE8BF6BBE9D792F094A40103DF336DC42E8BF6BE65F6C03094A4062FDFAC72951E8BF8C5F6396F0084A40EEEDA1CB7253E8BF3CC5BB900B094A4007532044FD67E8BFE2132FBD05094A40A6E4FA4B0E66E8BF6DBADFAAE8084A403EB8AC47106CE8BFD664EF2DDC084A406A52C07F4974E8BF8C996AA5E5084A40FCA8F0D47580E8BF2BA87BB416094A40BCD47193798BE8BFACA870BD30094A4036B8C1749F86E8BF4BD9B2B240094A40ABFA76C8B591E8BFCEECB31257094A40F5C39C7CC866E8BF74D6A0F185094A4019E2B2F67A57E8BFCC18C8A446094A40A2EEE56D634AE8BF6BBE9D792F094A40,E06000042,Milton Keynes,E12000008,South East,5,Urbanites,5a,Urban Professionals and Families,5a2,Multi-Ethnic Professionals with Families
E00084517,9,175451,243,34,131,21,11,8,15,175451,9,1,4,2,1,1,2,53.90946502057611,13.991769547325099,4.5267489711934195,6.172839506172839,-0.766835128,52.00276893,0106000020E6100000010000000103000000010000000A00000062517CEA109CE8BFB725EDD5A4004A409424398D758EE8BF8286B33689004A406CDC43071472E8BFA40F124161004A400F5DA5E9F88CE8BF955C484E1C004A40DDA55E783198E8BF5AAA15DF2B004A4096F5F2257092E8BF437EA63651004A4000C082633598E8BF21A42AD781004A401E2F362A989FE8BF64D9B2F39C004A404C334820649CE8BF4C3A1893A5004A4062517CEA109CE8BFB725EDD5A4004A40,E06000042,Milton Keynes,E12000008,South East,6,Suburbanites,6b,Semi-Detached Suburbia,6b1,Multi-Ethnic Suburbia
E00084426,10,175575,253,36,105,22,11,8,31,175575,14,8,8,2,6,2,6,41.501976284585,14.2292490118577,4.34782608695652,12.2529644268775,-0.738827846,52.04214761,0106000020E6100000010000000103000000010000000E0000008F180168DB91E7BF5D547A6A6F054A40F0FEC50A238EE7BF8718292462054A40826A18016B99E7BF049E41555B054A4007B41C96F29FE7BFD3E60F4244054A40FDD8AB30A2A6E7BF6CF9AF1F5C054A40BE79253682B3E7BFB07550E846054A40A1C67016D4B5E7BF83E97A4B1E054A40FF298FBC91C9E7BF8740AD5444054A40D56B2461D0D0E7BFE06C6B7F59054A405B5C41FE31C5E7BF8C00B71E6C054A4046BB412BB0A3E7BF69577C5D93054A40654561600793E7BF8DD29F1BA2054A40892E6337F397E7BFDF904E9984054A408F180168DB91E7BF5D547A6A6F054A40,E06000042,Milton Keynes,E12000008,South East,4,Multicultural Metropolitans,4c,Asian Traits,4c3,Inner City Ethnic Mix
E00084596,9,175452,254,42,99,25,9,5,52,175452,5,4,4,2,4,0,3,38.9763779527559,16.5354330708661,3.54330708661417,20.4724409448819,-0.757800206,52.069623299999996,0106000020E61000000100000001030000000100000012000000EA2B93354B28E8BFF8F8846D63094A40DC91F9C24023E8BF1534AD504C094A40DD409C11742DE8BFDDBC44DD18094A4020BA92BE131DE8BF0C4E0B91E3084A40D43DDF201628E8BFB65F82D4EE084A406B4CFF831F2BE8BFECE73071DB084A40A8A5DF0A6620E8BF0FBA86D5AF084A40A92A34321F23E8BF832BBB9FAA084A40EC158357DB34E8BF85AD6D9ACC084A403EEA97BECC3DE8BF9BCD69EBD9084A409DF0A1CC9C3BE8BFDB4784F1C5084A405301156AD653E8BFD7C17205CB084A4062FDFAC72951E8BF8C5F6396F0084A40103DF336DC42E8BF6BE65F6C03094A40A2EEE56D634AE8BF6BBE9D792F094A4074157EB3A240E8BF917635EA69094A40EFD85DBAE532E8BF36F05E435C094A40EA2B93354B28E8BFF8F8846D63094A40,E06000042,Milton Keynes,E12000008,South East,5,Urbanites,5a,Urban Professionals and Families,5a2,Multi-Ethnic Professionals with Families
E00084595,4,175454,251,38,140,20,6,7,29,175454,1,6,0,3,2,2,2,55.7768924302789,15.1394422310757,2.3904382470119505,11.553784860557801,-0.74252777,52.07490744,0106000020E61000000100000001030000000100000015000000A30C6F14A5D0E7BF64D01964560A4A400F142C8DF0CAE7BF62D68F3E490A4A40DC2DC351C4B5E7BFCB68D053180A4A40B6767D3479AEE7BF32DE0969070A4A407E971ED882B6E7BF39720CB6FC094A40E4B405C421C0E7BFA29A7F520C0A4A406007573E18CAE7BF5639E578F5094A40475A69F58FB0E7BF058C4085BB094A4045D181ECDBAAE7BFADB916A288094A405BCE53FADAC1E7BFA9B8D13A7C094A409840E8BD66CCE7BF1E4F1A2768094A40E7C8FA7E35D2E7BFD633312D6F094A401C4E157CC7D9E7BFC3711540A6094A40ECB68D1666E0E7BF0E43EF77CD094A408B62661989EDE7BF7C658A9AD2094A40B7F8232704E5E7BF226112D1E0094A406B795E6FEFEAE7BF8FFE50FFF9094A40F542F35B2BF5E7BFC76227A91C0A4A407FC31E197CDCE7BF31A4D9F33F0A4A40F1137504AFD0E7BF404E007B560A4A40A30C6F14A5D0E7BF64D01964560A4A40,E06000042,Milton Keynes,E12000008,South East,6,Suburbanites,6b,Semi-Detached Suburbia,6b2,White Suburban Communities
E00084515,15,175457,437,56,240,38,13,15,23,175457,15,11,11,3,1,1,7,54.9199084668192,12.8146453089245,2.9748283752860405,5.26315789473684,-0.776626075,52.00787279,0106000020E610000001000000010300000001000000180000003D28E1181FF4E8BF8D77C185D0004A4078BB4AED83E6E8BF0A4D9183F6004A404F3468D273E1E8BF1AAFA93DEF004A400ED86B576CDBE8BF1D483DD1FF004A40C27080D621E4E8BFA91A12A509014A40D33273CE48E4E8BFB21BFC8F0F014A4008CE80F713E3E8BF655C096D29014A40B9FEC54719D9E8BF49610CA535014A40C3E654D572DCE8BF643163D84A014A4078B31BC7DCCFE8BF5ADD8BB94F014A40FA805274BDCCE8BFC4ABCA5844014A4053ECEB8059BBE8BFEFF9825AFE004A408B89A3A7C9B5E8BFAF6BE2AAEA004A407B784A614CBEE8BFC827DBD8DF004A409D9DE3FA88CDE8BF63221D6CEC004A40A018CCBC70D2E8BF4BED5F2ED9004A40A03FF66A4BE1E8BF2365E5BDCF004A408469113A32DBE8BF7B921879C2004A404209545A0FE6E8BFED1FD9F4AF004A4023A868F5E3E9E8BFD22AAEAAAD004A4022286AA4B3E8E8BF7516BE1ABF004A400452859822F2E8BF6947D8ADCB004A405584D2283AF4E8BF37B98AE9CF004A403D28E1181FF4E8BF8D77C185D0004A40,E06000042,Milton Keynes,E12000008,South East,4,Multicultural Metropolitans,4c,Asian Traits,4c3,Inner City Ethnic Mix
E00084594,13,175458,247,29,106,24,12,7,42,175458,8,5,1,2,1,0,4,42.914979757085,11.740890688259098,4.8582995951417,17.0040485829959,-0.752108063,52.06877338,0106000020E61000000100000001030000000100000011000000E2E068282C0AE8BF067D83776C094A401C524E4AFE0BE8BFE9A4451A3F094A40B3563DDD11F6E7BFF9E482F82D094A40327AA5B81BF1E7BFEA0136F30A094A4021738BB4D803E8BFC57D48E9D6084A40AB4A12982202E8BF1930875AAF084A40222F0224E312E8BF75233648A6084A403EA5B1CF2313E8BF085D316EB9084A40A8A5DF0A6620E8BF0FBA86D5AF084A406B4CFF831F2BE8BFECE73071DB084A40D43DDF201628E8BFB65F82D4EE084A4020BA92BE131DE8BF0C4E0B91E3084A40DD409C11742DE8BFDDBC44DD18094A40DC91F9C24023E8BF1534AD504C094A40EA2B93354B28E8BFF8F8846D63094A40E22168774328E8BF4133490A88094A40E2E068282C0AE8BF067D83776C094A40,E06000042,Milton Keynes,E12000008,South East,5,Urbanites,5a,Urban Professionals and Families,5a2,Multi-Ethnic Professionals with Families
E00084512,21,175459,443,56,218,56,8,16,29,175459,18,14,7,2,2,0,1,49.20993227990971,12.641083521444699,1.8058690744921002,6.54627539503386,-0.7892513870000001,52.01218024,0106000020E6100000010000000103000000010000001C000000637D17594A1AE9BF6765F749CB014A40367F590B3E19E9BF9F0C7943C1014A40769F87D38F1BE9BF20BD64A2B2014A40840B1DA9210EE9BF8957BDB493014A40EA95623D9510E9BFE2CBDADC87014A403CF440510F1EE9BFF8FE3B7FA1014A40DE1B2165551CE9BF8D12F8888B014A404F9428BE7C2AE9BF8297599B8B014A40FDFE1717DF29E9BFD7106EB84E014A4052E6EBFC064DE9BF32CE90F145014A4014CDDAEC7D59E9BF96B3682516014A40FBD5B30F8D64E9BF974D26B01B014A40A90E29E7C86AE9BFFF81BF9D23014A40E3DF5A544A66E9BFD9F831352C014A40961CFC453667E9BF685C8D4D4F014A401467FC593546E9BF28FB186495014A40DF516B15E04AE9BF36A68F00A8014A401AB120875C54E9BFB17B15ADA9014A4071C33F985059E9BF9F264DD09C014A400041C62C3860E9BF00F96C51AC014A403AAD9ACF5A47E9BF42A4E28ED6014A4007420567C136E9BF05820052A2014A4050CF30089C30E9BF217E37C9AC014A40D364A5255335E9BFF1868AFABC014A40696AEDC4072BE9BF81B98EC0D3014A40D620A0A08321E9BF3F3C963ACD014A400BB7D4FD181BE9BFCC3201EEDD014A40637D17594A1AE9BF6765F749CB014A40,E06000042,Milton Keynes,E12000008,South East,6,Suburbanites,6b,Semi-Detached Suburbia,6b1,Multi-Ethnic Suburbia
E00084593,11,175460,247,38,106,24,12,6,29,175460,6,9,6,2,5,1,7,42.914979757085,15.3846153846154,4.8582995951417,11.740890688259098,-0.753978837,52.07515888,0106000020E61000000100000001030000000100000012000000943ACA2ED30BE8BF0E60D163AC094A40920A9F896201E8BF56F431FBA7094A40E2E068282C0AE8BF067D83776C094A40E22168774328E8BF4133490A88094A40EA2B93354B28E8BFF8F8846D63094A40EFD85DBAE532E8BF36F05E435C094A4074157EB3A240E8BF917635EA69094A40A2EEE56D634AE8BF6BBE9D792F094A4019E2B2F67A57E8BFCC18C8A446094A40F5C39C7CC866E8BF74D6A0F185094A400A5C9B54632BE8BFFAD86F35D7094A40040A36D26426E8BF0918E806D1094A40348F587B6927E8BF9C0D3E71A5094A4078B653EF3F20E8BFE3A30C02B3094A40E48875C81B1DE8BF57B30F38D6094A40624F2C0AC116E8BFA42D7102D3094A40321F8CF90110E8BFDC1555A7A3094A40943ACA2ED30BE8BF0E60D163AC094A40,E06000042,Milton Keynes,E12000008,South East,5,Urbanites,5b,Ageing Urban Living,5b3,Self-Sufficient Retirement
E00084513,10,175461,248,35,114,35,10,4,14,175461,9,10,7,1,1,1,3,45.96774193548389,14.112903225806502,4.03225806451613,5.64516129032258,-0.7759699109999999,52.00496898,0106000020E61000000100000001030000000100000013000000A03FF66A4BE1E8BF2365E5BDCF004A40A018CCBC70D2E8BF4BED5F2ED9004A409D9DE3FA88CDE8BF63221D6CEC004A407B784A614CBEE8BFC827DBD8DF004A408B89A3A7C9B5E8BFAF6BE2AAEA004A40B472AF1A25ACE8BF2083A687CD004A404C334820649CE8BF4C3A1893A5004A401E2F362A989FE8BF64D9B2F39C004A403D55D2E4E4A5E8BF5C76D9238F004A407EEA88142DB1E8BF92A8644BB1004A40DCC16612D8BAE8BF3A1AAF2291004A407820CE1359C0E8BFD68A4B61BB004A4090E2EED879C5E8BF15B807DCBD004A40933F6A1F00D9E8BFF881CF3E82004A4085B52F1B93DFE8BFB3C4259871004A400A0D697C29EAE8BF303D30177C004A404209545A0FE6E8BFED1FD9F4AF004A408469113A32DBE8BF7B921879C2004A40A03FF66A4BE1E8BF2365E5BDCF004A40,E06000042,Milton Keynes,E12000008,South East,4,Multicultural Metropolitans,4a,Rented Family Living,4a3,Commuters with Young Families
E00084592,10,175462,232,31,103,27,9,8,35,175462,7,2,0,3,3,0,3,44.3965517241379,13.3620689655172,3.87931034482759,15.0862068965517,-0.751057146,52.0755273,0106000020E61000000100000001030000000100000019000000938EF8464E0AE8BFE9F9D9B4D0094A40E3399B56AF05E8BF633A4FB8AF094A403CA5D38760F4E7BFDCD8823FB5094A40354AF6D520F4E7BF3B3ECA4AA4094A4062C9347848DEE7BF6B69314D96094A401C4E157CC7D9E7BFC3711540A6094A40E7C8FA7E35D2E7BFD633312D6F094A409840E8BD66CCE7BF1E4F1A2768094A40D3CEFE57E5CEE7BFE57053BC65094A403ECC6A3B44D0E7BFDB42D26C62094A4095F007FFE5DBE7BFB92B2E075D094A40D55368AC2DECE7BFCA377D0B8B094A400E2F8B7D13F2E7BFB92D98E26F094A40E2E068282C0AE8BF067D83776C094A40920A9F896201E8BF56F431FBA7094A40943ACA2ED30BE8BF0E60D163AC094A40321F8CF90110E8BFDC1555A7A3094A40624F2C0AC116E8BFA42D7102D3094A40E48875C81B1DE8BF57B30F38D6094A4078B653EF3F20E8BFE3A30C02B3094A40348F587B6927E8BF9C0D3E71A5094A40040A36D26426E8BF0918E806D1094A400A5C9B54632BE8BFFAD86F35D7094A402E48E4EEE111E8BFD11C87F3FE094A40938EF8464E0AE8BFE9F9D9B4D0094A40,E06000042,Milton Keynes,E12000008,South East,6,Suburbanites,6b,Semi-Detached Suburbia,6b2,White Suburban Communities
